NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,642,93,189,51,5,14,72,10,5,73,140,3,3,0,3,14
NL,303,38,69,9,2,1,17,32,10,20,62,0,3,2,2,5
NL,6,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0
AL,166,25,37,7,3,1,11,15,3,17,59,0,2,4,0,1
NL,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0
AL,596,102,138,18,4,43,106,10,3,75,195,4,5,1,7,5
NL,192,28,57,7,1,8,36,0,0,31,39,1,1,0,2,8
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,23,1,4,3,0,0,1,0,0,0,6,0,1,0,0,0
NL,103,8,19,7,0,3,14,0,0,10,24,0,2,0,2,3
NL,179,16,39,9,2,4,19,9,2,13,56,1,1,2,2,4
NL,126,18,31,6,0,7,11,3,2,6,39,0,0,0,1,3
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,20,1,6,0,0,0,2,0,0,0,5,0,0,1,0,0
NL,33,3,7,3,0,1,2,0,0,0,8,0,0,4,1,2
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,25,1,2,0,0,0,1,0,0,1,11,0,0,4,0,1
AL,150,18,39,10,1,4,17,3,1,9,31,0,2,1,1,5
AL,7,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0
NL,287,32,71,18,2,9,48,3,3,29,71,3,2,1,2,2
NL,259,29,60,8,4,0,17,13,6,16,52,2,0,2,0,6
NL,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,219,23,50,6,2,12,34,0,0,32,47,2,9,0,3,9
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,70,5,16,2,0,0,7,1,0,3,14,0,1,0,0,1
NL,238,19,65,13,1,4,26,1,2,23,27,2,3,1,2,7
NL,377,52,99,25,3,20,57,8,2,19,83,0,1,0,1,10
NL,53,4,9,0,0,0,2,0,0,0,26,0,0,4,0,0
AL,9,2,2,0,0,1,1,0,0,5,7,1,0,0,0,0
NL,69,5,15,2,0,1,5,0,1,4,27,0,1,8,0,1
AL,562,103,160,31,2,43,128,7,4,60,162,13,5,0,9,9
AL,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NL,317,25,87,14,0,2,24,0,0,44,37,13,3,4,3,6
AL,287,23,70,16,0,4,29,0,2,27,63,0,2,1,1,9
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,49,0,1,0,0,0,0,0,0,2,30,0,0,10,0,0
NL,32,2,3,0,0,0,1,0,0,3,16,0,0,5,0,0
NL,56,1,4,1,0,0,2,0,0,0,23,0,0,7,0,1
AL,663,85,158,30,2,22,68,0,0,38,106,4,3,7,2,21
AL,4,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
NL,533,98,144,26,9,22,59,18,6,56,120,0,2,3,3,8
NL,59,5,9,0,0,0,1,0,0,1,32,0,0,3,0,1
NL,249,34,58,9,5,3,16,7,3,10,37,0,7,7,3,3
AL,5,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1
NL,44,5,5,4,0,0,2,1,1,3,8,0,0,1,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,562,91,152,35,4,30,83,5,0,44,151,5,11,2,3,13
NL,18,0,6,2,0,0,3,0,0,0,7,0,0,3,0,0
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,114,7,23,6,0,0,3,1,0,4,49,3,0,0,0,1
NL,604,95,173,31,2,31,115,17,6,86,157,2,4,0,5,7
AL,126,10,32,8,0,2,15,0,0,4,32,0,1,5,1,2
NL,20,1,2,0,0,1,1,0,0,0,11,0,0,6,0,0
NL,347,44,92,16,5,7,31,6,3,18,81,0,7,3,0,8
AL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NL,240,31,57,16,1,7,37,1,1,39,44,1,1,0,3,6
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,24,2,6,1,1,0,2,1,0,3,7,1,0,0,0,0
NL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,3,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0
NL,24,2,2,0,0,0,2,2,0,1,5,0,1,0,0,1
NL,132,16,28,2,3,3,11,5,2,12,37,0,2,1,0,1
NL,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NL,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,184,16,40,10,0,5,28,0,1,6,32,1,2,2,2,4
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,187,26,47,10,1,1,17,4,2,23,50,0,2,2,0,5
NL,225,29,59,9,1,3,12,4,1,16,39,3,2,7,0,5
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,18,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0
AL,85,14,18,1,0,3,4,0,0,8,25,0,1,1,0,1
NL,587,93,158,30,6,27,82,21,8,58,152,1,2,0,3,4
AL,64,8,11,5,0,3,7,1,0,6,31,0,0,0,0,1
NL,609,93,184,44,6,26,85,14,5,52,86,7,4,1,2,15
NL,39,3,7,1,0,0,1,0,0,0,7,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,10,1,2,1,0,0,0,0,0,0,3,0,0,0,0,0
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,132,9,26,7,1,2,13,0,0,14,41,2,0,0,1,5
AL,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,12,3,3,1,0,0,0,0,0,0,2,0,0,1,0,0
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,599,95,177,36,2,27,102,4,4,75,132,3,9,0,5,16
NL,65,6,19,2,1,0,3,0,0,4,14,0,0,2,1,1
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,535,65,124,22,2,14,60,16,1,56,95,4,2,0,5,10
NL,260,28,57,11,0,14,56,0,0,25,99,7,4,0,3,8
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,13,1,2,0,0,0,1,0,0,2,6,0,0,0,1,0
NL,123,11,26,0,5,1,11,3,2,8,27,0,0,0,0,3
AL,137,10,27,3,3,2,17,3,1,12,24,1,0,3,0,3
NL,55,4,12,3,0,0,6,0,0,2,18,0,1,7,2,0
NL,78,7,15,4,0,1,7,0,0,16,12,1,0,0,1,3
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,10,0,2,0,0,0,2,1,0,0,4,0,0,0,1,0
AL,13,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,5,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0
NL,204,14,32,7,1,3,22,0,3,15,56,2,2,1,3,4
AL,534,81,167,24,1,16,92,9,1,38,133,1,8,1,3,15
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,221,27,53,6,1,9,26,1,3,29,60,0,2,0,1,4
AL,384,50,92,19,3,19,62,3,0,35,67,5,4,0,2,14
AL,68,5,8,2,0,1,2,1,0,4,16,0,3,2,0,2
NL,328,42,94,23,2,8,33,10,1,12,42,0,1,4,2,7
AL,226,27,58,7,5,4,20,7,2,9,23,0,0,4,2,2
AL,20,2,2,1,0,1,2,0,0,0,6,0,0,0,0,0
AL,283,31,64,13,0,11,52,0,1,24,85,1,1,0,3,8
NL,152,19,39,12,1,4,30,0,0,13,42,3,4,4,1,4
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,162,9,38,6,2,2,11,1,1,3,13,0,0,4,0,7
NL,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
AL,289,35,74,11,0,2,20,17,2,25,38,0,2,3,0,10
AL,543,103,163,29,10,16,66,12,9,67,134,0,2,2,3,9
NL,120,14,21,6,1,4,9,0,3,22,59,0,0,0,0,1
NL,57,6,13,0,0,0,0,0,0,3,21,0,0,5,0,0
NL,17,2,2,0,0,0,0,0,0,1,3,0,0,0,0,1
NL,19,4,4,1,0,0,2,0,0,4,6,1,0,0,0,0
NL,167,18,31,6,1,0,9,1,0,17,30,0,2,0,0,1
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,294,41,81,19,2,10,50,5,0,56,51,1,5,1,5,6
NL,443,70,135,22,4,4,40,19,7,34,71,3,15,9,1,9
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,505,85,124,19,7,13,47,31,2,46,120,1,5,6,1,7
AL,683,99,216,32,0,15,58,9,4,45,90,1,5,6,1,24
